,player_id,perf_date,season,latest,player_url,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,league_id,league_level,club_team_id,club_position,club_jersey_number,club_loaned_from,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,best_position,2nd_position,value_million_eur
143135,224458,2022-09-26 00:00:00,2022.0,True,/player/224458/diogo-jose-teixeira-da-silva/230002,"CF, LW",85,89,76000000.0,170000.0,25,178,73,13.0,1.0,9.0,SUB,20.0,,Right,5,4,2,High/High,Normal (170-185),146300000.0,#Acrobat,"Speed Dribbler (AI), Power Header",85.0,83.0,75.0,85.0,57.0,77.0,73,86,84,77,79,85,77,58,72,84,88,82,86,87,85,85,81,83,71,75,85,56,89,77,69,80.0,53,57,45,7,12,15,9,11,,84+2,84+2,84+2,83,84,84,84,83,82+2,82+2,82+2,82+2,78+2,78+2,78+2,82+2,70+2,69+2,69+2,69+2,70+2,68+2,66+2,66+2,66+2,68+2,19+2,https://cdn.sofifa.net/players/224/458/23_120.png,CF, LW,76.0
143139,237692,2022-09-26 00:00:00,2022.0,True,/player/237692/phil-foden/230002,"LW, CF, CAM",85,92,109500000.0,180000.0,22,171,69,13.0,1.0,10.0,LW,47.0,,Left,3,4,3,High/High,Lean (170-185),224500000.0,"#Dribbler, #Acrobat","Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",82.0,78.0,81.0,88.0,56.0,60.0,76,79,47,85,59,87,73,68,81,91,86,78,91,83,91,82,49,83,47,77,64,59,82,85,64,84.0,58,59,47,8,15,6,10,13,,77+3,77+3,77+3,84,83,83,83,84,85+3,85+3,85+3,84+3,82+3,82+3,82+3,84+3,72+3,71+3,71+3,71+3,72+3,69+3,59+3,59+3,59+3,69+3,19+3,https://cdn.sofifa.net/players/237/692/23_120.png,LW, CF,109.5
143149,181458,2022-09-26 00:00:00,2022.0,True,/player/181458/ivan-perisic/230002,"LM, LWB",84,84,26500000.0,130000.0,33,186,80,13.0,1.0,18.0,SUB,14.0,,Right,5,4,3,High/Medium,Lean (185+),50400000.0,,"Flair, Outside Foot Shot, Team Player",78.0,81.0,79.0,82.0,74.0,78.0,85,80,80,79,81,83,78,75,79,82,79,78,76,85,75,84,87,84,80,78,65,72,85,76,76,88.0,80,70,68,6,7,10,9,6,,82+2,82+2,82+2,81,81,81,81,81,80+3,80+3,80+3,82+2,80+3,80+3,80+3,82+2,78+3,77+3,77+3,77+3,78+3,77+3,75+3,75+3,75+3,77+3,16+3,https://cdn.sofifa.net/players/181/458/23_120.png,LM, LWB,26.5
143153,186345,2022-09-26 00:00:00,2022.0,True,/player/186345/kieran-trippier/230002,"RB, RM",84,84,30500000.0,120000.0,31,173,71,13.0,1.0,13.0,RB,2.0,,Right,4,3,2,Medium/Medium,Normal (170-185),58000000.0,#Crosser,"Long Throw-in, Leadership, Early Crosser",70.0,64.0,82.0,77.0,80.0,72.0,86,54,79,82,58,74,86,84,80,82,74,66,66,83,79,79,78,86,64,70,73,81,76,80,66,78.0,79,81,81,11,14,8,11,10,,72+2,72+2,72+2,75,75,75,75,75,76+2,76+2,76+2,78+2,80+2,80+2,80+2,78+2,81+2,80+2,80+2,80+2,81+2,81+2,78+2,78+2,78+2,81+2,19+2,https://cdn.sofifa.net/players/186/345/23_120.png,RB, RM,30.5
143157,197061,2022-09-26 00:00:00,2022.0,True,/player/197061/joel-matip/230002,CB,84,84,34500000.0,140000.0,30,194,90,13.0,1.0,9.0,RCB,32.0,,Right,2,2,2,Medium/Medium,Lean (185+),63800000.0,"#Aerial Threat, #Tactician ",Injury Prone,61.0,46.0,69.0,71.0,87.0,78.0,54,36,84,80,50,74,63,23,74,74,53,67,55,86,42,66,78,67,82,48,84,86,48,72,42,80.0,88,88,82,11,15,10,7,10,,63+2,63+2,63+2,64,65,65,65,64,68+2,68+2,68+2,67+2,73+2,73+2,73+2,67+2,76+2,81+2,81+2,81+2,76+2,77+2,84,84,84,77+2,19+2,https://cdn.sofifa.net/players/197/061/23_120.png,CB,,34.5
143162,201535,2022-09-26 00:00:00,2022.0,True,/player/201535/raphael-varane/230002,CB,84,85,39000000.0,155000.0,29,191,81,13.0,1.0,11.0,RCB,19.0,,Right,4,2,3,Medium/High,Unique,77000000.0,,Injury Prone,81.0,49.0,64.0,66.0,85.0,80.0,42,46,85,78,42,61,46,52,77,75,77,84,62,82,39,52,80,67,87,53,78,84,55,59,43,82.0,85,86,83,11,11,9,5,14,,65+3,65+3,65+3,64,66,66,66,64,67+3,67+3,67+3,66+3,71+3,71+3,71+3,66+3,75+3,80+3,80+3,80+3,75+3,78+3,83+2,83+2,83+2,78+3,18+3,https://cdn.sofifa.net/players/201/535/23_120.png,CB,,39.0
143163,202811,2022-09-26 00:00:00,2022.0,True,/player/202811/emiliano-martinez/230002,GK,84,84,29000000.0,95000.0,29,195,88,13.0,1.0,2.0,GK,1.0,,Right,4,1,3,Medium/Medium,Stocky (185+),55100000.0,,"Solid Player, Leadership, GK Long Throw, Team Player, Comes For Crosses",,,,,,,22,16,26,50,13,13,22,20,59,35,59,57,49,80,49,62,60,40,70,16,37,13,12,66,42,60.0,11,20,20,85,83,82,83,85,58.0,36+3,36+3,36+3,35,37,37,37,35,41+3,41+3,41+3,39+3,43+3,43+3,43+3,39+3,33+3,38+3,38+3,38+3,33+3,33+3,32+3,32+3,32+3,33+3,83+1,https://cdn.sofifa.net/players/202/811/23_120.png,GK,,29.0
143166,206517,2022-09-26 00:00:00,2022.0,True,/player/206517/jack-grealish/230002,"LW, LM, CAM",84,84,46000000.0,185000.0,26,180,81,13.0,1.0,10.0,SUB,10.0,,Right,3,4,3,High/Medium,Unique,85100000.0,#Dribbler,"Flair, Playmaker (AI), Technical Dribbler (AI)",76.0,76.0,83.0,87.0,46.0,69.0,82,76,36,84,72,88,78,74,81,87,78,75,84,81,84,76,32,80,70,79,60,44,81,86,58,88.0,48,49,43,11,6,11,10,13,,75+3,75+3,75+3,83,81,81,81,83,83+1,83+1,83+1,83+1,80+3,80+3,80+3,83+1,68+3,67+3,67+3,67+3,68+3,63+3,54+3,54+3,54+3,63+3,18+3,https://cdn.sofifa.net/players/206/517/23_120.png,LW, LM,46.0
143167,207410,2022-09-26 00:00:00,2022.0,True,/player/207410/mateo-kovacic/230002,CM,84,84,42000000.0,155000.0,28,176,80,13.0,1.0,5.0,SUB,8.0,,Right,4,4,3,High/High,Normal (170-185),77700000.0,"#Dribbler, #Playmaker, #Acrobat, #Complete Midfielder","Flair, Playmaker (AI), Technical Dribbler (AI)",70.0,69.0,83.0,88.0,71.0,71.0,73,61,42,90,76,89,79,70,84,89,77,65,86,82,84,79,75,79,65,75,77,75,73,86,59,84.0,73,76,68,9,5,6,7,7,,72+3,72+3,72+3,80,79,79,79,80,83+1,83+1,83+1,81+3,84,84,84,81+3,78+3,80+3,80+3,80+3,78+3,75+3,71+3,71+3,71+3,75+3,15+3,https://cdn.sofifa.net/players/207/410/23_120.png,CM,,42.0
143170,209989,2022-09-26 00:00:00,2022.0,True,/player/209989/thomas-partey/230002,"CDM, CM",84,84,36000000.0,115000.0,29,185,77,13.0,1.0,1.0,RDM,5.0,,Right,3,3,2,Medium/High,Lean (185+),68400000.0,,Long Shot Taker (AI),65.0,71.0,81.0,80.0,80.0,83.0,74,66,68,85,56,84,69,70,85,83,61,68,67,82,50,86,83,82,84,78,84,81,70,85,49,86.0,80,84,80,11,13,9,9,7,,75+2,75+2,75+2,77,78,78,78,77,79+2,79+2,79+2,78+2,82+2,82+2,82+2,78+2,80+2,83+1,83+1,83+1,80+2,79+2,81+2,81+2,81+2,79+2,18+2,https://cdn.sofifa.net/players/209/989/23_120.png,CDM, CM,36.0
143173,216393,2022-09-26 00:00:00,2022.0,True,/player/216393/youri-tielemans/230002,"CM, CDM",84,86,52500000.0,115000.0,25,176,72,13.0,1.0,95.0,RCM,8.0,,Right,5,4,2,Medium/Medium,Normal (170-185),103700000.0,"#Playmaker, #Distance Shooter, #Complete Midfielder","Solid Player, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",56.0,80.0,86.0,81.0,70.0,73.0,82,74,67,89,79,81,84,78,88,85,58,54,67,84,77,87,68,85,69,87,69,71,80,87,77,85.0,69,73,68,6,8,10,14,12,,77+2,77+2,77+2,79,80,80,80,79,82+2,82+2,82+2,80+2,84+2,84+2,84+2,80+2,76+2,79+2,79+2,79+2,76+2,74+2,72+2,72+2,72+2,74+2,18+2,https://cdn.sofifa.net/players/216/393/23_120.png,CM, CDM,52.5
143176,222665,2022-09-26 00:00:00,2022.0,True,/player/222665/martin-odegaard/230002,"CAM, CM",84,89,63500000.0,105000.0,23,178,68,13.0,1.0,1.0,CAM,8.0,,Left,2,5,3,High/Medium,Lean (170-185),125400000.0,#Playmaker ,"Solid Player, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",76.0,75.0,86.0,84.0,58.0,63.0,84,75,52,88,76,85,83,85,84,85,78,75,85,74,83,76,46,79,56,77,63,65,79,86,63,78.0,65,49,51,14,15,15,8,10,,75+3,75+3,75+3,82,80,80,80,82,83+3,83+3,83+3,82+3,81+3,81+3,81+3,82+3,72+3,71+3,71+3,71+3,72+3,69+3,61+3,61+3,61+3,69+3,19+3,https://cdn.sofifa.net/players/222/665/23_120.png,CAM, CM,63.5
143178,226790,2022-09-26 00:00:00,2022.0,True,/player/226790/wilfred-ndidi/230002,"CDM, CM",84,86,47500000.0,105000.0,25,183,74,13.0,1.0,95.0,CDM,25.0,,Right,4,3,1,Medium/High,Lean (170-185),93800000.0,#Tactician ,Long Shot Taker (AI),66.0,62.0,68.0,73.0,85.0,83.0,53,50,70,78,68,72,60,60,75,77,64,68,63,87,66,80,89,89,78,69,88,88,64,62,57,80.0,86,88,84,13,14,7,7,13,,69+2,69+2,69+2,68,70,70,70,68,70+2,70+2,70+2,70+2,76+2,76+2,76+2,70+2,79+2,82+2,82+2,82+2,79+2,79+2,83+2,83+2,83+2,79+2,20+2,https://cdn.sofifa.net/players/226/790/23_120.png,CDM, CM,47.5
143183,233049,2022-09-26 00:00:00,2022.0,True,/player/233049/jadon-sancho/230002,"LW, RW, LM",84,88,61500000.0,155000.0,22,180,76,13.0,1.0,11.0,LM,25.0,,Right,3,5,3,High/Medium,Unique,121500000.0,"#Dribbler, #Acrobat","Finesse Shot, Flair, Playmaker (AI), Technical Dribbler (AI)",81.0,74.0,81.0,89.0,36.0,59.0,80,77,38,86,83,91,84,65,70,88,84,78,90,81,89,71,51,66,62,65,44,39,81,85,74,85.0,32,39,32,7,11,10,11,13,,75+3,75+3,75+3,83,82,82,82,83,83+3,83+3,83+3,83+3,77+3,77+3,77+3,83+3,64+3,60+3,60+3,60+3,64+3,58+3,47+3,47+3,47+3,58+3,18+3,https://cdn.sofifa.net/players/233/049/23_120.png,LW, RW,61.5
143184,233064,2022-09-26 00:00:00,2022.0,True,/player/233064/mason-mount/230002,"CAM, RW",84,87,57500000.0,130000.0,23,180,74,13.0,1.0,5.0,RW,19.0,,Right,4,3,3,High/High,Lean (170-185),110700000.0,#Engine,"Long Shot Taker (AI), Technical Dribbler (AI)",74.0,81.0,85.0,82.0,55.0,67.0,83,81,59,87,75,82,82,84,84,85,76,72,77,84,76,81,54,86,58,83,68,59,82,83,69,84.0,55,57,41,11,12,13,8,12,,78+3,78+3,78+3,82,82,82,82,82,83+3,83+3,83+3,82+3,82+3,82+3,82+3,82+3,71+3,71+3,71+3,71+3,71+3,68+3,61+3,61+3,61+3,68+3,19+3,https://cdn.sofifa.net/players/233/064/23_120.png,CAM, RW,57.5
143185,234378,2022-09-26 00:00:00,2022.0,True,/player/234378/declan-rice/230002,CDM,84,87,52000000.0,83000.0,23,185,80,13.0,1.0,19.0,LDM,41.0,,Right,3,2,1,Medium/High,Normal (185+),102700000.0,,"Leadership, Long Passer (AI)",71.0,64.0,74.0,76.0,82.0,83.0,55,61,72,83,50,78,58,58,84,79,68,74,55,81,67,74,74,90,79,65,84,85,58,79,71,83.0,82,84,80,8,11,14,5,9,,70+2,70+2,70+2,71,73,73,73,71,75+2,75+2,75+2,74+2,79+2,79+2,79+2,74+2,78+2,83+2,83+2,83+2,78+2,79+2,81+2,81+2,81+2,79+2,17+2,https://cdn.sofifa.net/players/234/378/23_120.png,CDM,,52.0
143188,235790,2022-09-26 00:00:00,2022.0,True,/player/235790/kai-havertz/230002,"CAM, CF, ST",84,91,84500000.0,130000.0,23,189,82,13.0,1.0,5.0,LW,29.0,,Left,4,4,3,Medium/Medium,Unique,173200000.0,,"Finesse Shot, Playmaker (AI), Outside Foot Shot, Chip Shot (AI), Technical Dribbler (AI)",81.0,79.0,79.0,84.0,45.0,66.0,74,81,80,84,80,85,84,53,79,85,76,85,77,84,75,74,75,77,69,78,42,38,82,82,73,84.0,39,46,38,6,8,11,10,12,,81+3,81+3,81+3,82,82,82,82,82,83+3,83+3,83+3,82+3,78+3,78+3,78+3,82+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,17+3,https://cdn.sofifa.net/players/235/790/23_120.png,CAM, CF,84.5
143191,238074,2022-09-26 00:00:00,2022.0,True,/player/238074/reece-james/230002,"RWB, RB",84,88,57000000.0,120000.0,22,178,87,13.0,1.0,5.0,RWB,24.0,,Right,3,3,2,High/Medium,Stocky (170-185),109700000.0,#Crosser,Early Crosser,81.0,70.0,82.0,82.0,80.0,82.0,88,66,71,82,62,83,82,76,78,81,79,83,75,81,88,83,75,83,85,69,74,78,77,80,52,82.0,81,83,79,8,12,7,13,11,,77+2,77+2,77+2,79,79,79,79,79,79+2,79+2,79+2,81+2,80+2,80+2,80+2,81+2,82+2,80+2,80+2,80+2,82+2,81+2,80+2,80+2,80+2,81+2,19+2,https://cdn.sofifa.net/players/238/074/23_120.png,RWB, RB,57.0
143194,241084,2022-09-26 00:00:00,2022.0,True,/player/241084/luis-diaz/230002,"LW, LM",84,87,56000000.0,155000.0,25,180,73,13.0,1.0,9.0,LW,23.0,,Right,4,4,1,High/Medium,Lean (170-185),107800000.0,"#Speedster, #Dribbler, #Acrobat","Flair, Long Shot Taker (AI), Technical Dribbler (AI)",91.0,80.0,75.0,87.0,34.0,73.0,76,80,62,76,74,89,75,58,71,87,92,91,88,83,75,84,73,84,69,82,70,25,81,77,63,83.0,28,38,34,10,13,13,14,14,,81+2,81+2,81+2,84,83,83,83,84,82+2,82+2,82+2,83+2,75+2,75+2,75+2,83+2,63+2,59+2,59+2,59+2,63+2,59+2,50+2,50+2,50+2,59+2,20+2,https://cdn.sofifa.net/players/241/084/23_120.png,LW, LM,56.0
143206,183711,2022-09-26 00:00:00,2022.0,True,/player/183711/jordan-henderson/230002,"CM, CDM",83,83,28500000.0,135000.0,32,182,80,13.0,1.0,9.0,SUB,14.0,,Right,3,3,3,High/High,Normal (170-185),52700000.0,#Engine,"Leadership, Early Crosser, Long Passer (AI), Team Player",66.0,74.0,83.0,78.0,78.0,81.0,82,73,64,85,71,78,80,74,87,83,66,66,66,85,67,77,78,86,78,75,83,81,78,80,64,80.0,77,81,76,7,13,7,9,13,,76+3,76+3,76+3,78,78,78,78,78,79+3,79+3,79+3,79+3,82+1,82+1,82+1,79+3,80+3,82+1,82+1,82+1,80+3,79+3,78+3,78+3,78+3,79+3,19+3,https://cdn.sofifa.net/players/183/711/23_120.png,CM, CDM,28.5
143214,201942,2022-09-26 00:00:00,2022.0,True,/player/201942/roberto-firmino-barbosa-de-oliveira/230002,CF,83,83,35500000.0,150000.0,30,181,76,13.0,1.0,9.0,SUB,9.0,,Right,4,5,3,High/High,Unique,65700000.0,"#Dribbler, #Engine","Flair, Playmaker (AI), Technical Dribbler (AI)",74.0,76.0,79.0,87.0,59.0,78.0,73,76,78,84,79,87,81,65,76,88,75,74,84,85,86,77,81,87,74,76,75,58,82,83,72,88.0,55,64,42,8,11,9,6,10,,80+3,80+3,80+3,82,82,82,82,82,83,83,83,82+1,81+2,81+2,81+2,82+1,71+3,72+3,72+3,72+3,71+3,69+3,67+3,67+3,67+3,69+3,17+3,https://cdn.sofifa.net/players/201/942/23_120.png,CF,,35.5
143215,203574,2022-09-26 00:00:00,2022.0,True,/player/203574/john-stones/230002,CB,83,84,34500000.0,150000.0,28,188,76,13.0,1.0,10.0,SUB,5.0,,Right,4,3,2,High/Medium,Normal (185+),66400000.0,,Long Throw-in,72.0,51.0,71.0,75.0,84.0,77.0,62,52,84,83,44,72,52,37,75,83,68,76,66,82,59,55,83,73,78,44,80,83,52,67,52,80.0,84,85,82,7,15,11,10,8,,67+2,67+2,67+2,69,69,69,69,69,71+2,71+2,71+2,71+2,74+2,74+2,74+2,71+2,78+2,81+2,81+2,81+2,78+2,79+2,83+1,83+1,83+1,79+2,18+2,https://cdn.sofifa.net/players/203/574/23_120.png,CB,,34.5
143216,208670,2022-09-26 00:00:00,2022.0,True,/player/208670/hakim-ziyech/230002,"RW, CAM",83,83,35500000.0,155000.0,29,181,65,13.0,1.0,5.0,SUB,22.0,,Left,2,5,3,High/High,Unique,65700000.0,"#Playmaker, #Crosser, #Complete Midfielder","Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",76.0,77.0,87.0,83.0,50.0,65.0,88,73,52,86,74,83,90,78,89,84,78,74,83,83,78,83,33,78,58,80,73,51,81,88,67,79.0,44,57,41,11,7,11,8,14,,76+3,76+3,76+3,82,81,81,81,82,83,83,83,83,81+2,81+2,81+2,83,69+3,69+3,69+3,69+3,69+3,66+3,57+3,57+3,57+3,66+3,18+3,https://cdn.sofifa.net/players/208/670/23_120.png,RW, CAM,35.5
143217,210243,2022-09-26 00:00:00,2022.0,True,/player/210243/ricardo-barbosa-pereira/230002,"RB, RWB",83,83,33000000.0,105000.0,28,175,70,13.0,1.0,95.0,SUB,21.0,,Right,4,3,3,High/High,Unique,62700000.0,,"Injury Prone, Early Crosser, Speed Dribbler (AI), Team Player",79.0,67.0,79.0,81.0,80.0,73.0,82,66,68,82,59,81,78,52,77,83,83,76,76,82,79,74,75,76,69,64,79,79,77,77,61,81.0,81,84,83,16,12,15,11,11,,74+3,74+3,74+3,78,78,78,78,78,78+3,78+3,78+3,79+3,79+3,79+3,79+3,79+3,81+2,80+3,80+3,80+3,81+2,81+2,79+3,79+3,79+3,81+2,20+3,https://cdn.sofifa.net/players/210/243/23_120.png,RB, RWB,33.0
143220,213648,2022-09-26 00:00:00,2022.0,True,/player/213648/pierre-emile-hojbjerg/230002,"CDM, CM",83,85,40500000.0,110000.0,26,187,84,13.0,1.0,18.0,RCM,5.0,,Right,4,3,2,High/High,Normal (185+),80000000.0,#Engine,"Solid Player, Long Shot Taker (AI)",55.0,73.0,77.0,77.0,80.0,82.0,68,68,65,83,64,78,70,74,81,80,56,54,65,84,67,85,65,87,79,80,87,82,68,73,56,84.0,83,84,72,9,7,12,11,11,,73+2,73+2,73+2,73,74,74,74,73,75+2,75+2,75+2,74+2,80+2,80+2,80+2,74+2,77+2,82+2,82+2,82+2,77+2,76+2,79+2,79+2,79+2,76+2,18+2,https://cdn.sofifa.net/players/213/648/23_120.png,CDM, CM,40.5
143224,219693,2022-09-26 00:00:00,2022.0,True,/player/219693/diego-carlos-santos-silva/230002,CB,83,83,30500000.0,105000.0,29,186,79,13.0,1.0,2.0,SUB,3.0,,Right,4,3,2,Medium/High,Stocky (185+),58000000.0,,Long Passer (AI),76.0,47.0,63.0,67.0,82.0,82.0,35,32,79,76,34,65,47,71,74,71,77,76,62,84,50,73,82,68,87,57,85,83,52,63,41,75.0,84,80,81,7,10,14,7,11,,64+2,64+2,64+2,62,65,65,65,62,66+2,66+2,66+2,64+2,70+2,70+2,70+2,64+2,72+2,78+2,78+2,78+2,72+2,75+2,82+1,82+1,82+1,75+2,17+2,https://cdn.sofifa.net/players/219/693/23_120.png,CB,,30.5
143227,224293,2022-09-26 00:00:00,2022.0,True,/player/224293/ruben-diogo-da-silva-neves/230002,"CM, CDM",83,86,47500000.0,105000.0,25,180,80,13.0,1.0,110.0,CDM,8.0,,Right,4,3,2,Low/High,Normal (170-185),93800000.0,#Playmaker ,"Solid Player, Leadership, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Team Player",58.0,74.0,86.0,77.0,76.0,73.0,80,65,53,88,82,75,85,81,88,82,63,54,68,80,72,85,66,79,67,82,83,80,62,87,76,86.0,77,79,76,16,12,10,8,10,,70+2,70+2,70+2,74,75,75,75,74,78+2,78+2,78+2,76+2,82+2,82+2,82+2,76+2,78+2,81+2,81+2,81+2,78+2,76+2,75+2,75+2,75+2,76+2,19+2,https://cdn.sofifa.net/players/224/293/23_120.png,CM, CDM,47.5
143234,230666,2022-09-26 00:00:00,2022.0,True,/player/230666/gabriel-fernando-de-jesus/230002,"ST, RW",83,86,48500000.0,115000.0,25,175,73,13.0,1.0,1.0,ST,9.0,,Right,3,4,2,High/High,Unique,95800000.0,"#Dribbler, #Acrobat","Flair, Technical Dribbler (AI)",84.0,82.0,74.0,86.0,40.0,74.0,74,83,78,78,78,87,76,54,66,85,87,82,91,85,87,84,79,82,69,77,75,32,86,77,75,78.0,45,30,28,13,8,6,6,15,,83+2,83+2,83+2,83,83,83,83,83,82+2,82+2,82+2,82+2,75+2,75+2,75+2,82+2,63+2,60+2,60+2,60+2,63+2,59+2,54+2,54+2,54+2,59+2,18+2,https://cdn.sofifa.net/players/230/666/23_120.png,ST, RW,48.5
143238,232488,2022-09-26 00:00:00,2022.0,True,/player/232488/cristian-romero/230002,CB,83,88,49500000.0,95000.0,24,185,79,13.0,1.0,18.0,RCB,17.0,,Right,2,3,3,Medium/High,Normal (185+),97800000.0,#Tackling ,"Dives Into Tackles (AI), Long Passer (AI)",73.0,46.0,57.0,65.0,85.0,82.0,42,48,83,74,52,59,54,38,64,68,75,72,67,82,68,51,85,74,82,36,90,82,43,41,40,80.0,86,86,85,5,7,11,10,14,,62+3,62+3,62+3,59,60,60,60,59,60+3,60+3,60+3,61+3,64+3,64+3,64+3,61+3,74+3,77+3,77+3,77+3,74+3,76+3,83+3,83+3,83+3,76+3,17+3,https://cdn.sofifa.net/players/232/488/23_120.png,CB,,49.5
143248,164835,2022-09-26 00:00:00,2022.0,True,/player/164835/lukasz-fabianski/230002,GK,82,82,3400000.0,43000.0,37,190,83,13.0,1.0,19.0,GK,1.0,,Right,2,1,2,Medium/Medium,Normal (185+),6500000.0,,GK Long Throw,,,,,,,14,13,11,20,17,14,18,12,32,22,50,47,53,74,44,53,69,25,65,20,43,16,15,52,22,63.0,14,12,13,82,82,71,83,82,49.0,29+2,29+2,29+2,28,30,30,30,28,30+2,30+2,30+2,29+2,29+2,29+2,29+2,29+2,25+2,27+2,27+2,27+2,25+2,25+2,27+2,27+2,27+2,25+2,81+1,https://cdn.sofifa.net/players/164/835/23_120.png,GK,,3.4
143257,184432,2022-09-26 00:00:00,2022.0,True,/player/184432/cesar-azpilicueta-tanco/230002,"CB, RWB, RB",82,82,20000000.0,115000.0,32,178,77,13.0,1.0,5.0,RCB,28.0,,Right,3,2,3,Medium/Medium,Normal (170-185),37000000.0,,"Long Throw-in, Solid Player, Early Crosser, Long Passer (AI), Team Player",64.0,55.0,76.0,72.0,84.0,76.0,80,46,78,79,51,68,68,58,79,77,68,61,67,86,73,68,83,76,70,60,87,83,62,72,66,78.0,85,85,84,13,9,10,6,5,,66+3,66+3,66+3,69,69,69,69,69,71+3,71+3,71+3,72+3,75+3,75+3,75+3,72+3,79+3,81+1,81+1,81+1,79+3,80+2,81+1,81+1,81+1,80+2,17+3,https://cdn.sofifa.net/players/184/432/23_120.png,CB, RWB,20.0
143258,189242,2022-09-26 00:00:00,2022.0,True,/player/189242/philippe-coutinho-correia/230002,"CAM, LW, CM",82,82,29500000.0,100000.0,30,172,68,13.0,1.0,2.0,LW,23.0,,Right,4,5,4,High/Medium,Normal (170-185),56100000.0,"#Dribbler, #FK Specialist, #Acrobat","Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",62.0,79.0,80.0,88.0,52.0,59.0,78,75,48,80,78,89,90,86,77,89,74,53,91,80,92,82,58,74,52,86,59,49,80,82,70,79.0,55,54,47,12,7,9,14,6,,75+3,75+3,75+3,81,80,80,80,81,82,82,82,80+2,79+3,79+3,79+3,80+2,67+3,67+3,67+3,67+3,67+3,63+3,56+3,56+3,56+3,63+3,17+3,https://cdn.sofifa.net/players/189/242/23_120.png,CAM, LW,29.5
143259,190460,2022-09-26 00:00:00,2022.0,True,/player/190460/christian-eriksen/230002,"CM, CAM, CDM",82,82,29000000.0,135000.0,30,181,76,13.0,1.0,11.0,LDM,14.0,,Right,5,4,3,Medium/Low,Unique,55100000.0,"#Playmaker, #Crosser, #FK Specialist, #Complete Midfielder","Flair, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",61.0,78.0,88.0,80.0,53.0,52.0,86,73,52,89,80,77,89,87,90,89,63,60,68,79,78,84,49,59,52,85,46,56,74,86,67,87.0,59,57,22,9,14,7,7,6,,74+3,74+3,74+3,79,79,79,79,79,81+1,81+1,81+1,79+3,81+1,81+1,81+1,79+3,66+3,68+3,68+3,68+3,66+3,61+3,56+3,56+3,56+3,61+3,17+3,https://cdn.sofifa.net/players/190/460/23_120.png,CM, CAM,29.0
143260,193474,2022-09-26 00:00:00,2022.0,True,/player/193474/idrissa-gueye/230002,"CDM, CM",82,82,20500000.0,53000.0,32,174,66,13.0,1.0,7.0,SUB,27.0,,Right,3,3,2,Medium/High,Lean (170-185),39000000.0,#Tactician ,"Long Shot Taker (AI), Team Player",67.0,66.0,72.0,78.0,83.0,76.0,60,60,69,80,36,76,60,66,76,79,69,66,78,81,81,82,83,85,68,72,83,86,72,70,55,79.0,82,87,83,8,6,8,12,13,,71+2,71+2,71+2,72,74,74,74,72,74+2,74+2,74+2,73+2,78+2,78+2,78+2,73+2,78+2,81+1,81+1,81+1,78+2,79+2,80+2,80+2,80+2,79+2,18+2,https://cdn.sofifa.net/players/193/474/23_120.png,CDM, CM,20.5
143263,198717,2022-09-26 00:00:00,2022.0,True,/player/198717/wilfried-zaha/230002,"LW, CF",82,82,30000000.0,85000.0,29,180,66,13.0,1.0,1799.0,LW,11.0,,Right,3,5,2,High/High,Unique,57000000.0,"#Speedster, #Dribbler","Flair, Technical Dribbler (AI)",91.0,79.0,73.0,86.0,37.0,76.0,75,81,47,76,68,88,71,54,69,87,90,91,85,74,75,83,58,78,77,72,77,35,76,72,78,81.0,34,39,36,15,10,15,11,10,,78+2,78+2,78+2,81,80,80,80,81,80+2,80+2,80+2,81+1,73+2,73+2,73+2,81+1,64+2,60+2,60+2,60+2,64+2,59+2,52+2,52+2,52+2,59+2,19+2,https://cdn.sofifa.net/players/198/717/23_120.png,LW, CF,30.0
